TradeMaximizer Version 1.4a
Options: ALLOW-DUMMIES LINEAR-PRIORITIES REQUIRE-COLONS REQUIRE-USERNAMES SHOW-MISSING SMALL-STEP=0 BIG-STEP=1

Input Checksum: 58d3d8bcb96061de885e84a4c95cf232
ERRORS:
**** Item %AGE_OF_DISCOVERY for user (GINET1) is repeated in want list for 106.
**** Item %AGE_OF_DISCOVERY for user (GINET1) is repeated in want list for 108.
**** Item %AGE_OF_DISCOVERY for user (GINET1) is repeated in want list for 112.
**** Item %AGE_OF_DISCOVERY for user (GINET1) is repeated in want list for 126.
**** Item %AGE_OF_DISCOVERY for user (GINET1) is repeated in want list for 127.
**** Item %AGE_OF_DISCOVERY for user (GINET1) is repeated in want list for 128.
**** Item %AGE_OF_DISCOVERY for user (GINET1) is repeated in want list for 129.
**** Item %AGE_OF_DISCOVERY for user (GINET1) is repeated in want list for 130.
**** Item %AGE_OF_DISCOVERY for user (GINET1) is repeated in want list for 131.
**** Item %AGE_OF_DISCOVERY for user (GINET1) is repeated in want list for 133.
**** Item %CYBERPUNK_2077_GANGS_OF_NIGHT_CITY for user (VAGABOOOND) is repeated in want list for 471.
**** Item %MAUI for user (SIPIO) is repeated in want list for 1050.
**** Item %READY for user (SIPIO) is repeated in want list for 1050.
**** Item %ROLL_CAMERA for user (PATRYKGALKA) is repeated in want list for 41.
**** Item %ROLL_CAMERA for user (PATRYKGALKA) is repeated in want list for 43.
**** Item %ROLL_CAMERA for user (PATRYKGALKA) is repeated in want list for 44.
**** Item %ROLL_CAMERA for user (PATRYKGALKA) is repeated in want list for 45.
**** Item %ROLL_CAMERA for user (PATRYKGALKA) is repeated in want list for 931.
**** Item %SANTIAGO for user (SIPIO) is repeated in want list for 1050.
**** Item %UNDERWATER_CITIES for user (PATRYKGALKA) is repeated in want list for 41.
**** Item %UNDERWATER_CITIES for user (PATRYKGALKA) is repeated in want list for 43.
**** Item %UNDERWATER_CITIES for user (PATRYKGALKA) is repeated in want list for 44.
**** Item %UNDERWATER_CITIES for user (PATRYKGALKA) is repeated in want list for 45.
**** Item %UNDERWATER_CITIES for user (PATRYKGALKA) is repeated in want list for 931.
**** Item 1500 is repeated in want list for 1410.
**** Item 1500 is repeated in want list for 1413.
**** Item 25 is repeated in want list for 387.
**** Item 25 is repeated in want list for 388.
**** Item 25 is repeated in want list for 389.
**** Item 291 is repeated in want list for 692.
**** Item 291 is repeated in want list for 698.
**** Item 291 is repeated in want list for 699.
**** Item 291 is repeated in want list for 700.
**** Item 291 is repeated in want list for 701.
**** Item 291 is repeated in want list for 702.
**** Item 414 is repeated in want list for 517.
**** Item 414 is repeated in want list for 518.
**** Item 414 is repeated in want list for 519.
**** Item 414 is repeated in want list for 520.
**** Item 469 is repeated in want list for %GWT for user (GRIMCLASH).
**** Item 665 is repeated in want list for 512.
**** Item 665 is repeated in want list for 513.
**** Item 665 is repeated in want list for 514.
**** Item 665 is repeated in want list for 515.
**** Item 665 is repeated in want list for 516.
**** Item 665 is repeated in want list for 517.
**** Item 665 is repeated in want list for 518.
**** Item 665 is repeated in want list for 519.
**** Item 665 is repeated in want list for 520.
**** Item 665 is repeated in want list for 522.
**** Item 746 is repeated in want list for 1258.
**** Unknown item %ANUNNAKI_DAWN_OF_THE_GODS_KICKSTARTER_EDITION_ANUNNAKI_TRADE_WITH_ATLANTIS for user (LEINADUS) (4 occurrences)
**** Unknown item %BEYOND_THE_SUN_BEYOND_THE_SUN_LEADERS_OF_THE_NEW_DAWN for user (LUKASHI) (6 occurrences)
**** Unknown item %CALL_TO_ADVENTURE_EPIC_ORIGINS for user (LUKASHI) (4 occurrences)
**** Unknown item %CAMEL_UP_OFF_SEASON_CUBITOS for user (ZBAJSZEK) (4 occurrences)
**** Unknown item %CYBERPUNK_2077_GANGS_OF_NIGHT_CITY_AND_OUTCASTS for user (LEINADUS) (1 occurrence)
**** Unknown item %CYBERPUNK_2077_GANGS_OF_NIGHT_CITY_CYBERPUNK_2077_GANGS_OF_NIGHT_CITY_FAMILIES_AND_OUTCASTS for user (LEINADUS) (9 occurrences)
**** Unknown item %DARWIN_S_JOURNEY_DARWIN_S_JOURNEY_FIRELAND_EXPANSION for user (LUKASHI) (5 occurrences)
**** Unknown item %DUNGEON_LORDS_DUNGEON_LORDS_FESTIVAL_SEASON for user (LUKASHI) (4 occurrences)
**** Unknown item %FROSTPUNK_FROSTPUNK_THE_BOARD_GAME_FROSTLANDER for user (ZBAJSZEK) (8 occurrences)
**** Unknown item %FROSTPUNK_THE_BOARD_GAME_FROSTPUNK_THE_BOARD_GAME_FROSTLANDER for user (PANCOR) (65 occurrences)
**** Unknown item %GLEN_MORE_II_CHRONICLES_GLEN_MORE_II_CHRONICLES_HIGHLAND_GAMES for user (PANCOR) (65 occurrences)
**** Unknown item %LOST_RUINS_OF_ARNAK_LOST_RUINS_OF_ARNAK_EXPEDITION_LEADERS_LOST_RUINS_OF_ARNAK_SAXOPHONE_PROMO_CARD_LOST_RUINS_OF_ARNAK_ALICORN_PROMO_CARD_LOST_RUINS_OF_ARNAK_SOOTHSAYER_S_RUNES_PROMO_CARD for user (LUKASHI) (5 occurrences)
**** Unknown item %MARVEL_UNITED_MARVEL_UNITED_ENTER_THE_SPIDER_VERSE for user (LUKASHI) (4 occurrences)
**** Unknown item %MARVEL_UNITED_X_MEN for user (LUKASHI) (4 occurrences)
**** Unknown item %MERCHANTS_COVE_MERCHANTS_COVE_THE_INNKEEPER for user (LUKASHI) (4 occurrences)
**** Unknown item %MYTHWIND_MYTHWIND_WINDS_OF_MAGIC_MYTHWIND_EXPANDED_HORIZONS for user (LUKASHI) (7 occurrences)
**** Unknown item %PAGAN_FATE_OF_ROANOKE_PAGAN_BEYOND_THE_PALISADES_PAGAN_MIND_GAMES_PAGAN_CARDS_OF_THE_ANCESTORS for user (LUKASHI) (5 occurrences)
**** Unknown item %RES_ARCANA_RES_ARCANA_LUX_ET_TENEBRAE for user (LUKASHI) (4 occurrences)
**** Unknown item %SLEEPING_GODS_DISTANT_SKIES for user (LUKASHI) (5 occurrences)
**** Unknown item %TERRAFORMING_MARS_ARES_EXPEDITION_TERRAFORMING_MARS_ARES_EXPEDITION_CRISIS_TERRAFORMING_MARS_ARES_EXPEDITION_DISCOVERY_TERRAFORMING_MARS_ARES_EXPEDITION_FOUNDATIONS_TERRAFORMING_MARS_ARES_EXPEDITION_PROMO_CARDS_TERRAFORMING_MARS_ARES_EXPEDITION_PROMO_CARDS_2 for user (LUKASHI) (4 occurrences)
**** Unknown item %TERRAFORMING_MARS_ARES_EXPEDITION_TERRAFORMING_MARS_ARES_EXPEDITION_DISCOVERY for user (LUKASHI) (4 occurrences)
**** Unknown item %WEATHER_MACHINE_WEATHER_MACHINE_METAL_NOBEL_PRIZE_WEATHER_MACHINE_UPGRADE_PACK_WEATHER_MACHINE_METAL_MACHINE_PARTS for user (LEINADUS) (11 occurrences)
**** Unknown item %WEATHER_MACHINE_WEATHER_MACHINE_UPGRADE_PACK for user (LEINADUS) (11 occurrences)
**** Unknown item 1559 (1 occurrence)
**** Unknown item 1565 (1 occurrence)
**** Unknown item 1569 (1 occurrence)
**** Unknown item 1570 (14 occurrences)
**** Unknown item 1655 (2 occurrences)
**** Unknown item 1657 (2 occurrences)
**** Unknown item 1659 (13 occurrences)
**** Unknown item 1660 (13 occurrences)
**** Unknown item 1664 (2 occurrences)
**** Unknown item 1666 (15 occurrences)
**** Unknown item 1870 (24 occurrences)
**** Unknown item 1876 (35 occurrences)
**** Unknown item 1879 (5 occurrences)
**** Unknown item 1881 (27 occurrences)
**** Unknown item 2005 (1 occurrence)
**** Unknown item 2006 (13 occurrences)
**** Unknown item 2007 (5 occurrences)
**** Unknown item 2008 (1 occurrence)
**** Unknown item 2009 (1 occurrence)
**** Unknown item 2010 (2 occurrences)
**** Unknown item 2011 (1 occurrence)
**** Unknown item 2012 (7 occurrences)
**** Unknown item 2048 (2 occurrences)
**** Unknown item 2049 (2 occurrences)
**** Unknown item 2050 (25 occurrences)
**** Unknown item 2051 (6 occurrences)
**** Unknown item 2053 (2 occurrences)
**** Unknown item 403 (1 occurrence)
**** Unknown item 404 (1 occurrence)
**** Unknown item 405 (18 occurrences)
**** Unknown item 406 (14 occurrences)
**** Unknown item 407 (4 occurrences)
**** Unknown item 408 (3 occurrences)
**** Unknown item 409 (1 occurrence)
**** Unknown item 410 (30 occurrences)
**** Unknown item 411 (3 occurrences)
**** Unknown item 412 (5 occurrences)
**** Unknown item 413 (8 occurrences)
**** Unknown item 523 (2 occurrences)
**** Unknown item 524 (7 occurrences)
**** Unknown item 525 (6 occurrences)

TRADE LOOPS (414 total trades):

(_SLY_) 946            receives (IRONHAWK) 453
(IRONHAWK) 453         receives (BZDZIONG) 1153
(BZDZIONG) 1153        receives (JAJKOS) 339
(JAJKOS) 339           receives (ENDZITREBRON) 769
(ENDZITREBRON) 769     receives (MS103) 234
(MS103) 234            receives (PANCOR) 1653
(PANCOR) 1653          receives (PIVNITZ) 1613
(PIVNITZ) 1613         receives (LYNX32) 610
(LYNX32) 610           receives (TOPBGG) 911
(TOPBGG) 911           receives (SZUKASZ) 204
(SZUKASZ) 204          receives (ARRACAN) 1197
(ARRACAN) 1197         receives (RYSKAL) 514
(RYSKAL) 514           receives (MIZIO) 1126
(MIZIO) 1126           receives (PATRYKGALKA) 61
(PATRYKGALKA) 61       receives (MAZUR84) 1754
(MAZUR84) 1754         receives (COOL_MAX) 220
(COOL_MAX) 220         receives (TUMINURE) 2099
(TUMINURE) 2099        receives (POLO15) 1497
(POLO15) 1497          receives (PATRYKGALKA) 38
(PATRYKGALKA) 38       receives (TH13TEEN) 167
(TH13TEEN) 167         receives (AAXXEE) 228
(AAXXEE) 228           receives (VELSU) 1191
(VELSU) 1191           receives (GARG) 1176
(GARG) 1176            receives (BORYSX) 276
(BORYSX) 276           receives (TUMINURE) 1863
(TUMINURE) 1863        receives (GODUNOW) 1637
(GODUNOW) 1637         receives (LUKASZ90) 887
(LUKASZ90) 887         receives (PANCOR) 1791
(PANCOR) 1791          receives (MAZUR84) 1744
(MAZUR84) 1744         receives (PIOTRSZYJKA) 675
(PIOTRSZYJKA) 675      receives (RIPPEREK) 1519
(RIPPEREK) 1519        receives (ARAS_SWAJ) 2077
(ARAS_SWAJ) 2077       receives (YOSEK) 2019
(YOSEK) 2019           receives (JAKUBWAKIEC) 229
(JAKUBWAKIEC) 229      receives (RALFMARK) 1343
(RALFMARK) 1343        receives (LUKASHI) 457
(LUKASHI) 457          receives (KEROVAN14) 1067
(KEROVAN14) 1067       receives (VORONWE) 1390
(VORONWE) 1390         receives (SZUTEK) 1529
(SZUTEK) 1529          receives (PANCOR) 1817
(PANCOR) 1817          receives (ZBAJSZEK) 1756
(ZBAJSZEK) 1756        receives (JNOWACZY) 671
(JNOWACZY) 671         receives (GRIMCLASH) 431
(GRIMCLASH) 431        receives (FANTAZYN) 673
(FANTAZYN) 673         receives (ARRACAN) 1789
(ARRACAN) 1789         receives (LADZIK) 1706
(LADZIK) 1706          receives (JAKUBWAKIEC) 230
(JAKUBWAKIEC) 230      receives (HARDKOR) 139
(HARDKOR) 139          receives (YOORECK) 619
(YOORECK) 619          receives (BRASAS) 937
(BRASAS) 937           receives (MORMAKILL) 124
(MORMAKILL) 124        receives (VELSU) 1262
(VELSU) 1262           receives (BADO666) 579
(BADO666) 579          receives (WOOL_F) 400
(WOOL_F) 400           receives (CORTUMPL) 1642
(CORTUMPL) 1642        receives (FRAMZ_PL) 426
(FRAMZ_PL) 426         receives (JAJKOS) 338
(JAJKOS) 338           receives (SIPIO) 1036
(SIPIO) 1036           receives (GARG) 1144
(GARG) 1144            receives (LISEK2000) 1481
(LISEK2000) 1481       receives (SPRYSIALDO) 424
(SPRYSIALDO) 424       receives (BZDZIONG) 1189
(BZDZIONG) 1189        receives (CORTUMPL) 1645
(CORTUMPL) 1645        receives (PATRYKGALKA) 71
(PATRYKGALKA) 71       receives (COOL_MAX) 217
(COOL_MAX) 217         receives (FREYA2226) 1295
(FREYA2226) 1295       receives (ARRACAN) 1201
(ARRACAN) 1201         receives (VENOSTHE) 64
(VENOSTHE) 64          receives (LAMAPATT) 1548
(LAMAPATT) 1548        receives (MATTBAT11) 700
(MATTBAT11) 700        receives (CAFFREYRLS) 190
(CAFFREYRLS) 190       receives (RYSKAL) 519
(RYSKAL) 519           receives (ROY77) 895
(ROY77) 895            receives (JAKUBWAKIEC) 249
(JAKUBWAKIEC) 249      receives (PROBBI) 825
(PROBBI) 825           receives (SPRYSIALDO) 527
(SPRYSIALDO) 527       receives (EFF4) 101
(EFF4) 101             receives (JAKUBWAKIEC) 240
(JAKUBWAKIEC) 240      receives (ARRACAN) 1205
(ARRACAN) 1205         receives (PAWLIK) 992
(PAWLIK) 992           receives (BRZYDALNAKIEL) 1424
(BRZYDALNAKIEL) 1424   receives (COOL_MAX) 222
(COOL_MAX) 222         receives (FRAMZ_PL) 428
(FRAMZ_PL) 428         receives (NUMERNABIS) 851
(NUMERNABIS) 851       receives (WINSTER) 270
(WINSTER) 270          receives (GRZEG0RZ) 781
(GRZEG0RZ) 781         receives (RAFAL513) 258
(RAFAL513) 258         receives (WOOL_F) 393
(WOOL_F) 393           receives (BIGBADSHEEP) 159
(BIGBADSHEEP) 159      receives (PIVNITZ) 1614
(PIVNITZ) 1614         receives (RYSKAL) 513
(RYSKAL) 513           receives (TH13TEEN) 169
(TH13TEEN) 169         receives (PUSHEENEIRO) 1997
(PUSHEENEIRO) 1997     receives (RUSTY3000) 297
(RUSTY3000) 297        receives (ANIASIEK) 1927
(ANIASIEK) 1927        receives (PATRYKGALKA) 1377
(PATRYKGALKA) 1377     receives (POLO15) 981
(POLO15) 981           receives (RALFMARK) 1340
(RALFMARK) 1340        receives (PKOT80) 799
(PKOT80) 799           receives (FREYA2226) 842
(FREYA2226) 842        receives (CORQAN) 591
(CORQAN) 591           receives (AKWAMARYNOWY) 84
(AKWAMARYNOWY) 84      receives (PUSHEENEIRO) 1996
(PUSHEENEIRO) 1996     receives (MAJZOWNIK) 657
(MAJZOWNIK) 657        receives (PIOTR1) 933
(PIOTR1) 933           receives (KRASNY853) 630
(KRASNY853) 630        receives (RAISTLINJEDYNY) 1379
(RAISTLINJEDYNY) 1379  receives (_SLY_) 948
(_SLY_) 948            receives (UNKNOWN0) 311
(UNKNOWN0) 311         receives (VELSU) 1196
(VELSU) 1196           receives (KOLMOGOROV) 467
(KOLMOGOROV) 467       receives (BARTXX86) 1728
(BARTXX86) 1728        receives (QBALDUS1) 172
(QBALDUS1) 172         receives (RALFMARK) 1342
(RALFMARK) 1342        receives (VOYDEN) 1969
(VOYDEN) 1969          receives (SWONICK) 2119
(SWONICK) 2119         receives (ZBAJSZEK) 1778
(ZBAJSZEK) 1778        receives (PANCOR) 1719
(PANCOR) 1719          receives (ANITROCHE) 779
(ANITROCHE) 779        receives (SYDONIAA) 925
(SYDONIAA) 925         receives (GRZEG0RZ) 783
(GRZEG0RZ) 783         receives (KATSEK) 1864
(KATSEK) 1864          receives (MAZUR84) 1748
(MAZUR84) 1748         receives (TUMINURE) 1865
(TUMINURE) 1865        receives (MAZUR84) 1747
(MAZUR84) 1747         receives (CZAJAX) 1544
(CZAJAX) 1544          receives (COOL_MAX) 214
(COOL_MAX) 214         receives (MARKOO) 822
(MARKOO) 822           receives (SWIROFF) 1509
(SWIROFF) 1509         receives (JNOWACZY) 663
(JNOWACZY) 663         receives (ANIOL1979) 1508
(ANIOL1979) 1508       receives (WILCZELYKO) 442
(WILCZELYKO) 442       receives (SWIROFF) 1433
(SWIROFF) 1433         receives (BARTP) 882
(BARTP) 882            receives (TH13TEEN) 170
(TH13TEEN) 170         receives (KEROVAN14) 1597
(KEROVAN14) 1597       receives (ANITROCHE) 801
(ANITROCHE) 801        receives (ZBAJSZEK) 1798
(ZBAJSZEK) 1798        receives (ARCANUM17) 1288
(ARCANUM17) 1288       receives (CAFFREYRLS) 177
(CAFFREYRLS) 177       receives (KEROVAN14) 1608
(KEROVAN14) 1608       receives (LISEK2000) 1443
(LISEK2000) 1443       receives (GARG) 1137
(GARG) 1137            receives (MAZUR84) 1775
(MAZUR84) 1775         receives (JACEKBARBER) 1580
(JACEKBARBER) 1580     receives (LIMPINGMAN) 346
(LIMPINGMAN) 346       receives (KAMISMAKESGAMES) 1531
(KAMISMAKESGAMES) 1531 receives (LAMAPATT) 1530
(LAMAPATT) 1530        receives (MATTBAT11) 702
(MATTBAT11) 702        receives (MARSINT) 388
(MARSINT) 388          receives (PLANSZOWIEC) 2041
(PLANSZOWIEC) 2041     receives (KEROVAN14) 1059
(KEROVAN14) 1059       receives (KOPEC) 970
(KOPEC) 970            receives (KEROVAN14) 1073
(KEROVAN14) 1073       receives (SATINO4) 247
(SATINO4) 247          receives (FREYA2226) 843
(FREYA2226) 843        receives (MAJZOWNIK) 634
(MAJZOWNIK) 634        receives (YOSEK) 2018
(YOSEK) 2018           receives (MARKOO) 820
(MARKOO) 820           receives (PAWLIK) 990
(PAWLIK) 990           receives (CZWARTY) 1341
(CZWARTY) 1341         receives (CHARLIEVEGAN) 1298
(CHARLIEVEGAN) 1298    receives (KERUKR) 1532
(KERUKR) 1532          receives (RODAN77) 541
(RODAN77) 541          receives (CASONPL) 262
(CASONPL) 262          receives (ANIASIEK) 1928
(ANIASIEK) 1928        receives (MAKKO94) 1401
