TradeMaximizer Version 1.4a
Options: ALLOW-DUMMIES LINEAR-PRIORITIES REQUIRE-COLONS REQUIRE-USERNAMES SHOW-MISSING SMALL-STEP=0 BIG-STEP=1

Input Checksum: bc99f2f09c217d49df2fb6cd9ea744e
ERRORS:
**** Item %AEROPLANES__AVIATION_ASCENDANT for user (ADALBERT) is repeated in want list for 319.
**** Item %ALCHEMISTS for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %AMONG_THE_STARS for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %ANNO_DOMINI_1666 for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %ARKHAM_HORROR for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %AZUL__SUMMER_PAVILION for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %BRASS__LANCASHIRE for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %CLANK__IN__SPACE___A_DECK_BUILDING_ADVENTURE for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %COLT_EXPRESS for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %CONCORDIA for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %CRISIS for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %CRY_HAVOC for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %DEAD_MEN_TELL_NO_TALES for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %DIXIT for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %DOMINION__SECOND_EDITION_ for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %DUNGEON_LORDS for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %ELDER_SIGN for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %FORBIDDEN_STARS for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %GALAXY_TRUCKER for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %GHOST_STORIES__BLACK_SECRET for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %GHOST_STORIES__WHITE_MOON for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %GREAT_WESTERN_TRAIL for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %HERO_REALMS for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %INBETWEEN for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %INIS for user (CHIZU) is repeated in want list for 34.
**** Item %KEYFLOWER__THE_FARMERS for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %KING_OF_TOKYO for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %LEWIS___CLARK__BAUZA___CATHALA for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %LEWIS___CLARK__MARTIN_WALLACE for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %LEWIS___CLARK__STICKER_SHEET for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %LEWIS___CLARK__THE_EXPEDITION for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %LEWIS___CLARK__UWE_ROSENBERG for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %LORDS_OF_HELLAS for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %MAGE_WARS_ACADEMY for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %MARE_NOSTRUM__EMPIRES for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %MICE_AND_MYSTICS for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %MISSION__RED_PLANET__SECOND_EDITION_ for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %MONOPOLY_GAMER for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %PANGEA for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %PIXIE_QUEEN for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %ROBINSON_CRUSOE__ADVENTURES_ON_THE_CURSED_ISLAND for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %ROBIN_OF_LOCKSLEY for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %ROLL_FOR_THE_GALAXY for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %ROOT for user (CHIZU) is repeated in want list for 34.
**** Item %ROOT for user (FORDY2) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %ROOT for user (FORDY2) is repeated in want list for 212.
**** Item %RUNEBOUND__SECOND_EDITION_ for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %SAGRADA for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %SEAFALL for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %SIEGE_STORM for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %STAR_REALMS for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %STAR_WARS__X_WING__SECOND_EDITION_ for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %SUMMONER_WARS for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %SUMMONER_WARS for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %SUMMONER_WARS for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %SUMMONER_WARS for user (RAFCZAK) is repeated in want list for 186.
**** Item %SUMMONER_WARS for user (RAFCZAK) is repeated in want list for 204.
**** Item %SUMMONER_WARS for user (RAFCZAK) is repeated in want list for 205.
**** Item %SUMMONER_WARS for user (RAFCZAK) is repeated in want list for 206.
**** Item %SUMMONER_WARS__ALLIANCES_MASTER_SET for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %SUMMONER_WARS__BELLOR_S_RETRIBUTION_REINFORCEMENT_PACK for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %TAKENOKO for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %THE_CASTLES_OF_BURGUNDY for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %TICKET_TO_RIDE for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %TINY_EPIC_MECHS for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %VALHALLA for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %VIKINGS_GONE_WILD for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %WORLD_OF_WARCRAFT_MINIATURES_GAME for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %ZOMBICIDE__INVADER for user (RAFCZAK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item 184 is repeated in want list for 383.
**** Item 378 is repeated in want list for 534.
**** Item 803 is repeated in want list for 576.
**** Item 943 is repeated in want list for 531.
**** Unknown item %LORENZO_IL_MAGNIFICO for user (ADALBERT) (2 occurrences)
**** Unknown item 101 (13 occurrences)
**** Unknown item 128 (8 occurrences)
**** Unknown item 129 (5 occurrences)
**** Unknown item 131 (8 occurrences)
**** Unknown item 132 (22 occurrences)
**** Unknown item 134 (15 occurrences)
**** Unknown item 273 (2 occurrences)
**** Unknown item 275 (15 occurrences)
**** Unknown item 276 (1 occurrence)
**** Unknown item 277 (12 occurrences)
**** Unknown item 278 (30 occurrences)
**** Unknown item 279 (18 occurrences)
**** Unknown item 280 (19 occurrences)
**** Unknown item 282 (22 occurrences)
**** Unknown item 283 (8 occurrences)
**** Unknown item 284 (25 occurrences)
**** Unknown item 503 (10 occurrences)
**** Unknown item 510 (5 occurrences)
**** Unknown item 511 (4 occurrences)
**** Unknown item 575 (2 occurrences)
**** Unknown item 879 (5 occurrences)
**** Unknown item 883 (3 occurrences)
**** Unknown item 884 (1 occurrence)
**** Unknown item 885 (3 occurrences)

TRADE LOOPS (144 total trades):

(_AIS_) 696        receives (TENCZ) 581
(TENCZ) 581        receives (SHADOWA) 834
(SHADOWA) 834      receives (CWIKS) 64
(CWIKS) 64         receives (MATHUNTER25) 314
(MATHUNTER25) 314  receives (MAJKELERYK) 485
(MAJKELERYK) 485   receives (ANDREW85PL) 500
(ANDREW85PL) 500   receives (CORTUMPL) 650
(CORTUMPL) 650     receives (MONOPOLYOWNS) 62
(MONOPOLYOWNS) 62  receives (KERUKR) 784
(KERUKR) 784       receives (PIOTR1) 609
(PIOTR1) 609       receives (BARTP) 108
(BARTP) 108        receives (LOMAX1983) 69
(LOMAX1983) 69     receives (MALKOLMX) 908
(MALKOLMX) 908     receives (QRZY88) 239
(QRZY88) 239       receives (TOMZAQ) 673
(TOMZAQ) 673       receives (OMAM1234) 657
(OMAM1234) 657     receives (RAFCZAK) 207
(RAFCZAK) 207      receives (NOOWY) 923
(NOOWY) 923        receives (IDZIOL91) 476
(IDZIOL91) 476     receives (ARDEL_PL) 542
(ARDEL_PL) 542     receives (PAWELACB) 933
(PAWELACB) 933     receives (GRUNWALD) 98
(GRUNWALD) 98      receives (WAPNIAK) 374
(WAPNIAK) 374      receives (ADALBERT) 328
(ADALBERT) 328     receives (MOOCKER) 416
(MOOCKER) 416      receives (KASZKIET) 461
(KASZKIET) 461     receives (JACEKBARBER) 54
(JACEKBARBER) 54   receives (DRKLINGMANN) 958
(DRKLINGMANN) 958  receives (BARDOK) 249
(BARDOK) 249       receives (KARRIARI) 654
(KARRIARI) 654     receives (GINET1) 38
(GINET1) 38        receives (FINEZIX) 597
(FINEZIX) 597      receives (CALYPSSO) 318
(CALYPSSO) 318     receives (FURAN) 7
(FURAN) 7          receives (CINEK) 97
(CINEK) 97         receives (KRZYSIEKL) 826
(KRZYSIEKL) 826    receives (FINEZIX) 594
(FINEZIX) 594      receives (FURAN) 5
(FURAN) 5          receives (MNOWACZY) 522
(MNOWACZY) 522     receives (RAZUL) 559
(RAZUL) 559        receives (OMAM1234) 659
(OMAM1234) 659     receives (MEFIUG) 258
(MEFIUG) 258       receives (PIECHU) 341
(PIECHU) 341       receives (8RAMBO88) 125
(8RAMBO88) 125     receives (MALEKITH_86) 632
(MALEKITH_86) 632  receives (POKET) 797
(POKET) 797        receives (DR DOOM) 267
(DR DOOM) 267      receives (MARKOWKA) 372
(MARKOWKA) 372     receives (MAJKOS) 113
(MAJKOS) 113       receives (8RAMBO88) 121
(8RAMBO88) 121     receives (KONRADSTPN) 686
(KONRADSTPN) 686   receives (SYDONIAA) 2
(SYDONIAA) 2       receives (GINET1) 39
(GINET1) 39        receives (KIVU) 730
(KIVU) 730         receives (CINEK) 95
(CINEK) 95         receives (ZBAJSZEK) 857
(ZBAJSZEK) 857     receives (KLOS_X) 167
(KLOS_X) 167       receives (SPRYSIALDO) 185
(SPRYSIALDO) 185   receives (RAPHAELL7) 190
(RAPHAELL7) 190    receives (PTKW) 11
(PTKW) 11          receives (SIPIO) 760
(SIPIO) 760        receives (DRKLINGMANN) 957
(DRKLINGMANN) 957  receives (CHAOS1981OL) 51
(CHAOS1981OL) 51   receives (MALEKITH_86) 635
(MALEKITH_86) 635  receives (KLOS_X) 168
(KLOS_X) 168       receives (KONRADSTPN) 685
(KONRADSTPN) 685   receives (PUASHEY90) 738
(PUASHEY90) 738    receives (AMACHNO) 488
(AMACHNO) 488      receives (AIDRAN) 470
(AIDRAN) 470       receives (MALKOLMX) 902
(MALKOLMX) 902     receives (TYROX82) 489
(TYROX82) 489      receives (KIDI) 897
(KIDI) 897         receives (_AIS_) 696

(_AIS_) 714        receives (KROLIS) 677
(KROLIS) 677       receives (ZIBIST) 580
(ZIBIST) 580       receives (PAWEL_G) 183
(PAWEL_G) 183      receives (APIEJH) 864
(APIEJH) 864       receives (TENCZ) 667
(TENCZ) 667        receives (OMAM1234) 660
(OMAM1234) 660     receives (GABENS29) 14
(GABENS29) 14      receives (_AIS_) 714

(8RAMBO88) 120     receives (SYDONIAA) 1
(SYDONIAA) 1       receives (ATRAPANTHERA) 603
(ATRAPANTHERA) 603 receives (BOBULE) 17
(BOBULE) 17        receives (NOOWY) 913
(NOOWY) 913        receives (PTKW) 10
(PTKW) 10          receives (IZOMAG) 767
(IZOMAG) 767       receives (CHAOS1981OL) 52
(CHAOS1981OL) 52   receives (JAGASTR) 607
(JAGASTR) 607      receives (BARDOK) 248
(BARDOK) 248       receives (MONOPOLYOWNS) 63
(MONOPOLYOWNS) 63  receives (MINNENMIN) 803
(MINNENMIN) 803    receives (BOBULE) 567
(BOBULE) 567       receives (JAREKW) 133
(JAREKW) 133       receives (MARKOO) 512
(MARKOO) 512       receives (PIECHU) 338
(PIECHU) 338       receives (RAZUL) 308
(RAZUL) 308        receives (MATSTAT) 762
(MATSTAT) 762      receives (CALYPSSO) 317
(CALYPSSO) 317     receives (LOTHEG) 217
(LOTHEG) 217       receives (PROBBI) 865
(PROBBI) 865       receives (RAZUL) 554
(RAZUL) 554        receives (JACEKBARBER) 695
(JACEKBARBER) 695  receives (TOMAX22) 501
(TOMAX22) 501      receives (ADALBERT) 327
(ADALBERT) 327     receives (DEEDO72) 538
(DEEDO72) 538      receives (JENNY70) 452
(JENNY70) 452      receives (CORABB) 878
(CORABB) 878       receives (RAZUL) 291
(RAZUL) 291        receives (WUJEK2114) 722
(WUJEK2114) 722    receives (KLOS_X) 153
(KLOS_X) 153       receives (SYDONIAA) 812
(SYDONIAA) 812     receives (VANATOX) 19
(VANATOX) 19       receives (PIOTR1) 611
(PIOTR1) 611       receives (RAZUL) 301
(RAZUL) 301        receives (STEELDWARF) 533
(STEELDWARF) 533   receives (KDSZ) 375
(KDSZ) 375         receives (JAJKOS) 829
(JAJKOS) 829       receives (GABENS29) 13
(GABENS29) 13      receives (WAPNIAK) 380
(WAPNIAK) 380      receives (ARCRAYD) 773
(ARCRAYD) 773      receives (8RAMBO88) 120

(8RAMBO88) 122     receives (PAWELACB) 937
(PAWELACB) 937     receives (MEFIUG) 257
(MEFIUG) 257       receives (8RAMBO88) 122

(BOBULE) 16        receives (KROLIS) 675
(KROLIS) 675       receives (MALKOLMX) 901
(MALKOLMX) 901     receives (RAFCZAK) 204
(RAFCZAK) 204      receives (BOBULE) 30
(BOBULE) 30        receives (NOOWY) 917
(NOOWY) 917        receives (PIECHU) 348
(PIECHU) 348       receives (IDZIOL91) 477
(IDZIOL91) 477     receives (MONOPOLYOWNS) 61
(MONOPOLYOWNS) 61  receives (MALKOLMX) 909
(MALKOLMX) 909     receives (POKET) 777
(POKET) 777        receives (BOBULE) 16

(CWIKS) 67         receives (RAZUL) 296
(RAZUL) 296        receives (CWIKS) 67

(GAMBIT_GGK) 814   receives (MALEKITH_86) 633
(MALEKITH_86) 633  receives (MOOCKER) 467
(MOOCKER) 467      receives (RAZUL) 555
(RAZUL) 555        receives (GAMBIT_GGK) 814

(IZOMAG) 786       receives (MTNW) 399
(MTNW) 399         receives (IZOMAG) 786

ITEM SUMMARY (144 total trades):

(8JANEK8) 960                  does not trade
(8JANEK8) 961                  does not trade
(8JANEK8) 962                  does not trade
(8RAMBO88) 118                 does not trade
(8RAMBO88) 119                 does not trade
(8RAMBO88) 120     receives (SYDONIAA) 1       and sends to (ARCRAYD) 773
(8RAMBO88) 121     receives (KONRADSTPN) 686   and sends to (MAJKOS) 113
(8RAMBO88) 122     receives (PAWELACB) 937     and sends to (MEFIUG) 257
(8RAMBO88) 123                 does not trade
(8RAMBO88) 124                 does not trade
(8RAMBO88) 125     receives (MALEKITH_86) 632  and sends to (PIECHU) 341
(8RAMBO88) 137                 does not trade
(ADALBERT) 319                 does not trade
(ADALBERT) 320                 does not trade
(ADALBERT) 321                 does not trade
(ADALBERT) 322                 does not trade
(ADALBERT) 323                 does not trade
(ADALBERT) 324                 does not trade
(ADALBERT) 325                 does not trade
(ADALBERT) 326                 does not trade
(ADALBERT) 327     receives (DEEDO72) 538      and sends to (TOMAX22) 501
(ADALBERT) 328     receives (MOOCKER) 416      and sends to (WAPNIAK) 374
(ADALBERT) 830                 does not trade
(AIDRAN) 468                   does not trade
(AIDRAN) 469                   does not trade
(AIDRAN) 470       receives (MALKOLMX) 902     and sends to (AMACHNO) 488
(AIDRAN) 471                   does not trade
(AIDRAN) 472                   does not trade
(AIDRAN) 473                   does not trade
(AIDRAN) 474                   does not trade
(AIDRAN) 475                   does not trade
(AIDRAN) 498                   does not trade
(AMACHNO) 479                  does not trade
(AMACHNO) 480                  does not trade
(AMACHNO) 481                  does not trade
(AMACHNO) 487                  does not trade
(AMACHNO) 488      receives (AIDRAN) 470       and sends to (PUASHEY90) 738
(ANAMAN) 734                   does not trade
(ANAMAN) 735                   does not trade
(ANAMAN) 736                   does not trade
(ANDREW85PL) 499               does not trade
(ANDREW85PL) 500   receives (CORTUMPL) 650     and sends to (MAJKELERYK) 485
(APIEJH) 864       receives (TENCZ) 667        and sends to (PAWEL_G) 183
(APIEJH) 866                   does not trade
(APIEJH) 868                   does not trade
(ARCRAYD) 770                  does not trade
(ARCRAYD) 771                  does not trade
(ARCRAYD) 772                  does not trade
(ARCRAYD) 773      receives (8RAMBO88) 120     and sends to (WAPNIAK) 380
(ARCRAYD) 775                  does not trade
(ARDEL_PL) 542     receives (PAWELACB) 933     and sends to (IDZIOL91) 476
(ARDEL_PL) 543                 does not trade
(ARMIGER) 56                   does not trade
(ARMIGER) 57                   does not trade
(ARMIGER) 59                   does not trade
(ATRAPANTHERA) 602             does not trade
(ATRAPANTHERA) 603 receives (BOBULE) 17        and sends to (SYDONIAA) 1
(ATRAPANTHERA) 604             does not trade
(ATRAPANTHERA) 716             does not trade
(BALIS) 835                    does not trade
(BALIS) 836                    does not trade
(BALIS) 837                    does not trade
(BALIS) 838                    does not trade
(BALIS) 839                    does not trade
(BALIS) 840                    does not trade
(BALIS) 841                    does not trade
(BALIS) 842                    does not trade
(BALIS) 843                    does not trade
(BALIS) 844                    does not trade
(BALIS) 845                    does not trade
(BALIS) 846                    does not trade
(BALIS) 847                    does not trade
(BALIS) 848                    does not trade
(BALIS) 849                    does not trade
(BARDOK) 248       receives (MONOPOLYOWNS) 63  and sends to (JAGASTR) 607
(BARDOK) 249       receives (KARRIARI) 654     and sends to (DRKLINGMANN) 958
(BARDOK) 250                   does not trade
(BARTP) 104                    does not trade
(BARTP) 108        receives (LOMAX1983) 69     and sends to (PIOTR1) 609
(BARTP) 109                    does not trade
(BARTP) 73                     does not trade
(BARTP) 74                     does not trade
(BARTP) 75                     does not trade
(BARTP) 76                     does not trade
(BARTP) 78                     does not trade
(BARTP) 79                     does not trade
(BARTP) 80                     does not trade
(BARTP) 81                     does not trade
(BARTP) 818                    does not trade
(BARTP) 82                     does not trade
(BARTP) 83                     does not trade
(BARTP) 84                     does not trade
(BARTP) 85                     does not trade
(BARTP) 86                     does not trade
(BARTP) 87                     does not trade
(BARTP) 91                     does not trade
(BARTP) 92                     does not trade
(BARTP) 93                     does not trade
(BARTP) 94                     does not trade
